Gene 1	Gene 2	Weight	Network group	Network
PSMB6	PSMA6	0.008158156	Physical Interactions	IREF-reactome
PSMB6	PSMA3	0.008158156	Physical Interactions	IREF-reactome
PSMB6	PSMA5	0.008158156	Physical Interactions	IREF-reactome
PSMB6	PSMB2	0.008158156	Physical Interactions	IREF-reactome
PSMB6	PSMA1	0.008158156	Physical Interactions	IREF-reactome
PSMB6	PSMB3	0.008158156	Physical Interactions	IREF-reactome
PSMB6	PSMB8	0.007984777	Physical Interactions	IREF-reactome
PSMB7	PSMA8	0.008585363	Physical Interactions	IREF-reactome
PSMB7	UBB	0.0024952497	Physical Interactions	IREF-reactome
PSMB7	CDKN1B	0.0076300576	Physical Interactions	IREF-reactome
PSMB7	TAP1	0.010241688	Physical Interactions	IREF-reactome
PSMB7	APC	0.012060851	Physical Interactions	IREF-reactome
PSMB7	PSMA2	0.008158156	Physical Interactions	IREF-reactome
PSMB7	PSMA4	0.008158156	Physical Interactions	IREF-reactome
PSMB7	PSMB1	0.008158156	Physical Interactions	IREF-reactome
PSMB7	PSMA6	0.008158156	Physical Interactions	IREF-reactome
PSMB7	PSMA3	0.008158156	Physical Interactions	IREF-reactome
PSMB7	PSMA5	0.008158156	Physical Interactions	IREF-reactome
PSMB7	PSMB2	0.008158156	Physical Interactions	IREF-reactome
PSMB7	PSMA1	0.008158156	Physical Interactions	IREF-reactome
PSMB7	PSMB3	0.008158156	Physical Interactions	IREF-reactome
PSMB7	PSMB8	0.007984777	Physical Interactions	IREF-reactome
PSMB7	PSMB6	0.008158156	Physical Interactions	IREF-reactome
RIPK3	TICAM2	0.06639497	Physical Interactions	IREF-reactome
RIPK3	ZBP1	0.18172362	Physical Interactions	IREF-reactome
PSMB4	PSMA8	0.008585363	Physical Interactions	IREF-reactome
PSMB4	UBB	0.0024952497	Physical Interactions	IREF-reactome
PSMB4	CDKN1B	0.0076300576	Physical Interactions	IREF-reactome
PSMB4	TAP1	0.010241688	Physical Interactions	IREF-reactome
PSMB4	APC	0.012060851	Physical Interactions	IREF-reactome
PSMB4	PSMA2	0.008158156	Physical Interactions	IREF-reactome
PSMB4	PSMA4	0.008158156	Physical Interactions	IREF-reactome
PSMB4	PSMB1	0.008158156	Physical Interactions	IREF-reactome
PSMB4	PSMA6	0.008158156	Physical Interactions	IREF-reactome
PSMB4	PSMA3	0.008158156	Physical Interactions	IREF-reactome
PSMB4	PSMA5	0.008158156	Physical Interactions	IREF-reactome
PSMB4	PSMB2	0.008158156	Physical Interactions	IREF-reactome
PSMB4	PSMA1	0.008158156	Physical Interactions	IREF-reactome
PSMB4	PSMB3	0.008158156	Physical Interactions	IREF-reactome
PSMB4	PSMB8	0.007984777	Physical Interactions	IREF-reactome
PSMB4	PSMB6	0.008158156	Physical Interactions	IREF-reactome
PSMB4	PSMB7	0.008158156	Physical Interactions	IREF-reactome
TAP2	PSMA8	0.0107780015	Physical Interactions	IREF-reactome
TAP2	UBB	0.0031325181	Physical Interactions	IREF-reactome
TAP2	TAP1	0.01285734	Physical Interactions	IREF-reactome
TAP2	PSMA2	0.010241688	Physical Interactions	IREF-reactome
TAP2	PSMA4	0.010241688	Physical Interactions	IREF-reactome
TAP2	PSMB1	0.010241688	Physical Interactions	IREF-reactome
TAP2	PSMA6	0.010241688	Physical Interactions	IREF-reactome
TAP2	PSMA3	0.010241688	Physical Interactions	IREF-reactome
TAP2	PSMA5	0.010241688	Physical Interactions	IREF-reactome
TAP2	PSMB2	0.010241688	Physical Interactions	IREF-reactome
TAP2	PSMA1	0.010241688	Physical Interactions	IREF-reactome
TAP2	PSMB3	0.010241688	Physical Interactions	IREF-reactome
TAP2	PSMB8	0.010024032	Physical Interactions	IREF-reactome
TAP2	PSMB6	0.010241688	Physical Interactions	IREF-reactome
TAP2	PSMB7	0.010241688	Physical Interactions	IREF-reactome
TAP2	PSMB4	0.010241688	Physical Interactions	IREF-reactome
B2M	TAP1	0.008929951	Physical Interactions	IREF-reactome
B2M	STAT1	0.003728121	Physical Interactions	IREF-reactome
B2M	TAP2	0.008929951	Physical Interactions	IREF-reactome
PSMA7	PSMA8	0.008585363	Physical Interactions	IREF-reactome
PSMA7	UBB	0.0024952497	Physical Interactions	IREF-reactome
PSMA7	CDKN1B	0.0076300576	Physical Interactions	IREF-reactome
PSMA7	TAP1	0.010241688	Physical Interactions	IREF-reactome
PSMA7	APC	0.012060851	Physical Interactions	IREF-reactome
PSMA7	PSMA2	0.008158156	Physical Interactions	IREF-reactome
PSMA7	PSMA4	0.008158156	Physical Interactions	IREF-reactome
PSMA7	PSMB1	0.008158156	Physical Interactions	IREF-reactome
PSMA7	PSMA6	0.008158156	Physical Interactions	IREF-reactome
PSMA7	PSMA3	0.008158156	Physical Interactions	IREF-reactome
PSMA7	PSMA5	0.008158156	Physical Interactions	IREF-reactome
PSMA7	PSMB2	0.008158156	Physical Interactions	IREF-reactome
PSMA7	PSMA1	0.008158156	Physical Interactions	IREF-reactome
PSMA7	PSMB3	0.008158156	Physical Interactions	IREF-reactome
PSMA7	PSMB8	0.007984777	Physical Interactions	IREF-reactome
PSMA7	PSMB6	0.008158156	Physical Interactions	IREF-reactome
PSMA7	PSMB7	0.008158156	Physical Interactions	IREF-reactome
PSMA7	PSMB4	0.008158156	Physical Interactions	IREF-reactome
PSMA7	TAP2	0.010241688	Physical Interactions	IREF-reactome
UBB	TICAM2	0.0043505714	Physical Interactions	Vastrik-Stein-2007
UBB	PIK3CD	0.0033371302	Physical Interactions	Vastrik-Stein-2007
UBB	PSMA8	0.002625915	Physical Interactions	Vastrik-Stein-2007
CDKN1B	UBB	0.0023337258	Physical Interactions	Vastrik-Stein-2007
TAP1	PSMA8	0.0107780015	Physical Interactions	Vastrik-Stein-2007
TAP1	UBB	0.0031325181	Physical Interactions	Vastrik-Stein-2007
APC	PSMA8	0.012692425	Physical Interactions	Vastrik-Stein-2007
APC	UBB	0.0036889266	Physical Interactions	Vastrik-Stein-2007
STAT1	IFNB1	0.013918916	Physical Interactions	Vastrik-Stein-2007
STAT1	ISG20	0.061018255	Physical Interactions	Vastrik-Stein-2007
STAT1	CAMK2A	0.006302067	Physical Interactions	Vastrik-Stein-2007
STAT1	STAT5A	0.005995156	Physical Interactions	Vastrik-Stein-2007
NFKB1	UBB	0.0030499774	Physical Interactions	Vastrik-Stein-2007
PSMA2	PSMA8	0.008585363	Physical Interactions	Vastrik-Stein-2007
PSMA2	UBB	0.0024952497	Physical Interactions	Vastrik-Stein-2007
PSMA2	CDKN1B	0.0076300576	Physical Interactions	Vastrik-Stein-2007
PSMA2	TAP1	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMA2	APC	0.012060851	Physical Interactions	Vastrik-Stein-2007
PSMA4	PSMA8	0.008585363	Physical Interactions	Vastrik-Stein-2007
PSMA4	UBB	0.0024952497	Physical Interactions	Vastrik-Stein-2007
PSMA4	CDKN1B	0.0076300576	Physical Interactions	Vastrik-Stein-2007
PSMA4	TAP1	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMA4	APC	0.012060851	Physical Interactions	Vastrik-Stein-2007
PSMA4	PSMA2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB1	PSMA8	0.008585363	Physical Interactions	Vastrik-Stein-2007
PSMB1	UBB	0.0024952497	Physical Interactions	Vastrik-Stein-2007
PSMB1	CDKN1B	0.0076300576	Physical Interactions	Vastrik-Stein-2007
PSMB1	TAP1	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMB1	APC	0.012060851	Physical Interactions	Vastrik-Stein-2007
PSMB1	PSMA2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB1	PSMA4	0.008158156	Physical Interactions	Vastrik-Stein-2007
ERBB2	UBB	0.0043047247	Physical Interactions	Vastrik-Stein-2007
PSMA6	PSMA8	0.008585363	Physical Interactions	Vastrik-Stein-2007
PSMA6	UBB	0.0024952497	Physical Interactions	Vastrik-Stein-2007
PSMA6	CDKN1B	0.0076300576	Physical Interactions	Vastrik-Stein-2007
PSMA6	TAP1	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMA6	APC	0.012060851	Physical Interactions	Vastrik-Stein-2007
PSMA6	PSMA2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA6	PSMA4	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA6	PSMB1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA3	PSMA8	0.008585363	Physical Interactions	Vastrik-Stein-2007
PSMA3	UBB	0.0024952497	Physical Interactions	Vastrik-Stein-2007
PSMA3	CDKN1B	0.0076300576	Physical Interactions	Vastrik-Stein-2007
PSMA3	TAP1	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMA3	APC	0.012060851	Physical Interactions	Vastrik-Stein-2007
PSMA3	PSMA2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA3	PSMA4	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA3	PSMB1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA3	PSMA6	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA5	PSMA8	0.008585363	Physical Interactions	Vastrik-Stein-2007
PSMA5	UBB	0.0024952497	Physical Interactions	Vastrik-Stein-2007
PSMA5	CDKN1B	0.0076300576	Physical Interactions	Vastrik-Stein-2007
PSMA5	TAP1	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMA5	APC	0.012060851	Physical Interactions	Vastrik-Stein-2007
PSMA5	PSMA2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA5	PSMA4	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA5	PSMB1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA5	PSMA6	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA5	PSMA3	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB2	PSMA8	0.008585363	Physical Interactions	Vastrik-Stein-2007
PSMB2	UBB	0.0024952497	Physical Interactions	Vastrik-Stein-2007
PSMB2	CDKN1B	0.0076300576	Physical Interactions	Vastrik-Stein-2007
PSMB2	TAP1	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMB2	APC	0.012060851	Physical Interactions	Vastrik-Stein-2007
PSMB2	PSMA2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB2	PSMA4	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB2	PSMB1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB2	PSMA6	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB2	PSMA3	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB2	PSMA5	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA1	PSMA8	0.008585363	Physical Interactions	Vastrik-Stein-2007
PSMA1	UBB	0.0024952497	Physical Interactions	Vastrik-Stein-2007
PSMA1	CDKN1B	0.0076300576	Physical Interactions	Vastrik-Stein-2007
PSMA1	TAP1	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMA1	APC	0.012060851	Physical Interactions	Vastrik-Stein-2007
PSMA1	PSMA2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA1	PSMA4	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA1	PSMB1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA1	PSMA6	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA1	PSMA3	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA1	PSMA5	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA1	PSMB2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB3	PSMA8	0.008585363	Physical Interactions	Vastrik-Stein-2007
PSMB3	UBB	0.0024952497	Physical Interactions	Vastrik-Stein-2007
PSMB3	CDKN1B	0.0076300576	Physical Interactions	Vastrik-Stein-2007
PSMB3	TAP1	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMB3	APC	0.012060851	Physical Interactions	Vastrik-Stein-2007
PSMB3	PSMA2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB3	PSMA4	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB3	PSMB1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB3	PSMA6	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB3	PSMA3	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB3	PSMA5	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB3	PSMB2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB3	PSMA1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB8	PSMA8	0.008402905	Physical Interactions	Vastrik-Stein-2007
PSMB8	UBB	0.0024422205	Physical Interactions	Vastrik-Stein-2007
PSMB8	CDKN1B	0.0074679027	Physical Interactions	Vastrik-Stein-2007
PSMB8	TAP1	0.010024032	Physical Interactions	Vastrik-Stein-2007
PSMB8	APC	0.011804532	Physical Interactions	Vastrik-Stein-2007
PSMB8	STAT1	0.004184883	Physical Interactions	Vastrik-Stein-2007
PSMB8	PSMA2	0.007984777	Physical Interactions	Vastrik-Stein-2007
PSMB8	PSMA4	0.007984777	Physical Interactions	Vastrik-Stein-2007
PSMB8	PSMB1	0.007984777	Physical Interactions	Vastrik-Stein-2007
PSMB8	PSMA6	0.007984777	Physical Interactions	Vastrik-Stein-2007
PSMB8	PSMA3	0.007984777	Physical Interactions	Vastrik-Stein-2007
PSMB8	PSMA5	0.007984777	Physical Interactions	Vastrik-Stein-2007
PSMB8	PSMB2	0.007984777	Physical Interactions	Vastrik-Stein-2007
PSMB8	PSMA1	0.007984777	Physical Interactions	Vastrik-Stein-2007
PSMB8	PSMB3	0.007984777	Physical Interactions	Vastrik-Stein-2007
PSMB6	PSMA8	0.008585363	Physical Interactions	Vastrik-Stein-2007
PSMB6	UBB	0.0024952497	Physical Interactions	Vastrik-Stein-2007
PSMB6	CDKN1B	0.0076300576	Physical Interactions	Vastrik-Stein-2007
PSMB6	TAP1	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMB6	APC	0.012060851	Physical Interactions	Vastrik-Stein-2007
PSMB6	PSMA2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB6	PSMA4	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB6	PSMB1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB6	PSMA6	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB6	PSMA3	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB6	PSMA5	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB6	PSMB2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB6	PSMA1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB6	PSMB3	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB6	PSMB8	0.007984777	Physical Interactions	Vastrik-Stein-2007
PSMB7	PSMA8	0.008585363	Physical Interactions	Vastrik-Stein-2007
PSMB7	UBB	0.0024952497	Physical Interactions	Vastrik-Stein-2007
PSMB7	CDKN1B	0.0076300576	Physical Interactions	Vastrik-Stein-2007
PSMB7	TAP1	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMB7	APC	0.012060851	Physical Interactions	Vastrik-Stein-2007
PSMB7	PSMA2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB7	PSMA4	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB7	PSMB1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB7	PSMA6	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB7	PSMA3	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB7	PSMA5	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB7	PSMB2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB7	PSMA1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB7	PSMB3	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB7	PSMB8	0.007984777	Physical Interactions	Vastrik-Stein-2007
PSMB7	PSMB6	0.008158156	Physical Interactions	Vastrik-Stein-2007
RIPK3	TICAM2	0.06639497	Physical Interactions	Vastrik-Stein-2007
RIPK3	ZBP1	0.18172362	Physical Interactions	Vastrik-Stein-2007
PSMB4	PSMA8	0.008585363	Physical Interactions	Vastrik-Stein-2007
PSMB4	UBB	0.0024952497	Physical Interactions	Vastrik-Stein-2007
PSMB4	CDKN1B	0.0076300576	Physical Interactions	Vastrik-Stein-2007
PSMB4	TAP1	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMB4	APC	0.012060851	Physical Interactions	Vastrik-Stein-2007
PSMB4	PSMA2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB4	PSMA4	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB4	PSMB1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB4	PSMA6	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB4	PSMA3	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB4	PSMA5	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB4	PSMB2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB4	PSMA1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB4	PSMB3	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB4	PSMB8	0.007984777	Physical Interactions	Vastrik-Stein-2007
PSMB4	PSMB6	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMB4	PSMB7	0.008158156	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMA8	0.0107780015	Physical Interactions	Vastrik-Stein-2007
TAP2	UBB	0.0031325181	Physical Interactions	Vastrik-Stein-2007
TAP2	TAP1	0.01285734	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMA2	0.010241688	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMA4	0.010241688	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMB1	0.010241688	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMA6	0.010241688	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMA3	0.010241688	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMA5	0.010241688	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMB2	0.010241688	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMA1	0.010241688	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMB3	0.010241688	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMB8	0.010024032	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMB6	0.010241688	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMB7	0.010241688	Physical Interactions	Vastrik-Stein-2007
TAP2	PSMB4	0.010241688	Physical Interactions	Vastrik-Stein-2007
B2M	TAP1	0.008929951	Physical Interactions	Vastrik-Stein-2007
B2M	STAT1	0.003728121	Physical Interactions	Vastrik-Stein-2007
B2M	TAP2	0.008929951	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMA8	0.008585363	Physical Interactions	Vastrik-Stein-2007
PSMA7	UBB	0.0024952497	Physical Interactions	Vastrik-Stein-2007
PSMA7	CDKN1B	0.0076300576	Physical Interactions	Vastrik-Stein-2007
PSMA7	TAP1	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMA7	APC	0.012060851	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMA2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMA4	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMB1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMA6	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMA3	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMA5	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMB2	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMA1	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMB3	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMB8	0.007984777	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMB6	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMB7	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA7	PSMB4	0.008158156	Physical Interactions	Vastrik-Stein-2007
PSMA7	TAP2	0.010241688	Physical Interactions	Vastrik-Stein-2007
PSMA2	PSMA8	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA4	PSMA8	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA4	PSMA2	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB1	PSMA8	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB1	PSMA2	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB1	PSMA4	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA6	PSMA8	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA6	PSMA2	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA6	PSMA4	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA6	PSMB1	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA3	PSMA8	0.080082655	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA3	PSMA2	0.080082655	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA3	PSMA4	0.080082655	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA3	PSMB1	0.080082655	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA3	PSMA6	0.080082655	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA5	PSMA8	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA5	PSMA2	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA5	PSMA4	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA5	PSMB1	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA5	PSMA6	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA5	PSMA3	0.08648598	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB2	PSMA8	0.086321436	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB2	PSMA2	0.086321436	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB2	PSMA4	0.086321436	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB2	PSMB1	0.086321436	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB2	PSMA6	0.086321436	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB2	PSMA3	0.075313956	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB2	PSMA5	0.09322361	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA1	PSMA8	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA1	PSMA2	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA1	PSMA4	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA1	PSMB1	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA1	PSMA6	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA1	PSMA3	0.080082655	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA1	PSMA5	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA1	PSMB2	0.086321436	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB3	PSMA8	0.07465814	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB3	PSMA2	0.07465814	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB3	PSMA4	0.07465814	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB3	PSMB1	0.07465814	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB3	PSMA6	0.07465814	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB3	PSMA3	0.06513794	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB3	PSMA5	0.080627725	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB3	PSMB2	0.07021245	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB3	PSMA1	0.07465814	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB8	PSMA8	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB8	PSMA2	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB8	PSMA4	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB8	PSMB1	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB8	PSMA6	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB8	PSMA3	0.080082655	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB8	PSMA5	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB8	PSMB2	0.086321436	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB8	PSMA1	0.0917871	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB8	PSMB3	0.07465814	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB6	PSMA8	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB6	PSMA2	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB6	PSMA4	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB6	PSMB1	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB6	PSMA6	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB6	PSMA3	0.08648598	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB6	PSMB2	0.09322361	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB6	PSMA1	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB6	PSMB3	0.080627725	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB6	PSMB8	0.0991263	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMB7	PSMB3	0.46792063	Predicted	I2D-vonMering-Bork-2002-High-Yeast2Human
PSMA4	PSMA2	0.5246476	Predicted	I2D-Tarassov-PCA-Yeast2Human
PSMA6	PSMA2	0.5246476	Predicted	I2D-Tarassov-PCA-Yeast2Human
PSMA3	PSMA4	0.3628395	Predicted	I2D-Tarassov-PCA-Yeast2Human
PSMA3	PSMA6	0.3628395	Predicted	I2D-Tarassov-PCA-Yeast2Human
PSMA5	PSMA3	0.64359426	Predicted	I2D-Tarassov-PCA-Yeast2Human
PSMA2	PSMA8	0.14884502	Predicted	I2D-BIND-Yeast2Human
PSMA4	PSMA8	0.16495512	Predicted	I2D-BIND-Yeast2Human
PSMA4	PSMA2	0.1016264	Predicted	I2D-BIND-Yeast2Human
PSMA6	PSMA2	0.13195878	Predicted	I2D-BIND-Yeast2Human
PSMA6	PSMA4	0.14624122	Predicted	I2D-BIND-Yeast2Human
